,dealcounts,dealsizeusdmn,seed_founding,firstrounds_founding,has_ipo,ipo_value,has_tradesale,tradesale_value,name,Strat_score,score_year,incyear,portfoliocompanycity,portfoliocompanystatecounty
306679,1,9.0,0.0,9.0,0.0,0.0,0.0,0.0,Aspen RxHealth,0.8388002417624187,2018,2018,Tampa,FL
306702,9,9.510000000000002,9.36,9.36,0.0,0.0,0.0,0.0,"InscribeAI, Inc.",0.7892514503446145,2017,2017,San Francisco,CA
306726,1,1.29,1.29,1.29,0.0,0.0,0.0,0.0,"Trala, Inc.",0.13073753036186786,2016,2016,Chicago,IL
306735,1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,CirkledIn LLC,0.86223586764969,2015,2015,Redmond,WA
306785,3,5.76,3.5,3.5,0.0,0.0,0.0,0.0,"Aiera, Inc.",0.9211099932582432,2017,2017,New York,NY
306867,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Spero Health, Inc.",0.7594178925090899,2018,2018,Brentwood,TN
307020,1,4.0,4.0,4.0,0.0,0.0,0.0,0.0,Harness Wealth Advisers LLC,0.7417014300359659,2018,2018,New York,NY
307110,7,21.6,0.0,21.6,0.0,0.0,0.0,0.0,"Luxury Presence, Inc.",0.9277885327985022,2018,2018,Santa Monica,CA
307172,1,1.75,0.0,0.0,0.0,0.0,0.0,0.0,"Momni, Inc.",0.9202722644400708,2017,2017,Provo,UT
307389,4,464.0,0.0,464.0,0.0,0.0,0.0,0.0,"Erasca, Inc.",0.7982189042791749,2018,2018,San Diego,CA
307419,4,50.0,6.0,6.0,0.0,0.0,0.0,0.0,"PlanetScale, Inc.",0.9251467793222704,2018,2018,Mountain View,CA
307449,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ILIA Inc.,0.8962141086126543,2011,2011,Laguna Beach,CA
307639,4,23.5,10.8,23.5,0.0,0.0,0.0,0.0,"Elementary Robotics, Inc.",0.8643158265235182,2017,2017,Pasadena,CA
307678,9,52.0,2.0,52.0,0.0,0.0,0.0,0.0,"AvantStay, Inc.",0.8475717402610045,2017,2017,Los Angeles,CA
307681,1,4.5,4.5,4.5,0.0,0.0,0.0,0.0,"Cumulus Digital Systems, Inc.",0.6013089016551559,2018,2018,Cambridge,MA
307756,1,5.2,0.0,5.2,0.0,0.0,0.0,0.0,"TITAN School Solutions, Inc.",0.6893751060027037,2014,2014,Roseville,CA
307870,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bitUniverse,0.636359789122099,2017,2017,San Jose,CA
307951,1,1.41,0.0,0.0,0.0,0.0,0.0,0.0,The GPC Group,0.9316554770181094,2018,2018,Washington,DC
308017,1,1.2,1.2,1.2,0.0,0.0,0.0,0.0,"Bounce, Inc.",0.8903999560086089,2017,2017,San Francisco,CA
308026,4,9.6,9.6,9.6,0.0,0.0,0.0,0.0,"Qwick, Inc.",0.844171595596905,2017,2017,Scottsdale,AZ
308034,3,15.0,15.0,15.0,0.0,0.0,0.0,0.0,Iris Nova Ltd,0.8611019641644649,2018,2018,New York,NY
308043,4,2.27,0.0,0.0,0.0,0.0,0.0,0.0,"SendFriend, Inc.",0.9562734569997534,2017,2017,New York,NY
308061,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Fundraise Up Inc.,0.6885414833111121,2017,2017,Brooklyn,NY
308107,2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Evensi Inc.,0.8570086200127569,2016,2016,San Francisco,CA
308143,1,2.0,2.0,2.0,0.0,0.0,0.0,0.0,Set Protocol,0.7279024412142127,2017,2017,San Francisco,CA
308161,2,2.0,2.0,2.0,0.0,0.0,0.0,0.0,Atmos Home Inc.,0.8763763408598839,2016,2016,Spring Hill,FL
308303,6,37.5,37.5,37.5,0.0,0.0,0.0,0.0,"biproxi, Inc.",0.8970763015206221,2018,2018,New York,NY
308355,3,7.33,1.5,7.2,0.0,0.0,0.0,0.0,"Dapix, Inc.",0.7728907114317526,2018,2018,Westminster,CO
308444,5,1265.0,0.0,1265.0,0.0,0.0,0.0,0.0,"Bakkt Holdings, LLC",0.8061877772642483,2018,2018,Atlanta,GA
308598,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FreightPOP LLC,0.7909867499405855,2015,2015,Lake Forest,CA
308709,13,19.42,3.92,18.92,0.0,0.0,0.0,0.0,"Swiftmile, Inc.",0.8448883467580874,2015,2015,San Mateo,CA
308750,2,6.0,6.0,6.0,0.0,0.0,0.0,0.0,"Anjuna Security, Inc.",0.9034557229769774,2017,2017,Palo Alto,CA
308767,1,5.0,0.0,5.0,0.0,0.0,0.0,0.0,"FitJoy Nutrition, LLC",0.8193175986253394,2017,2017,Austin,TX
308774,4,3.64,3.64,3.64,0.0,0.0,0.0,0.0,Aingines Inc.,0.905584764017776,2017,2017,San Antonio,TX
308782,8,4.14,3.4,3.4,0.0,0.0,0.0,0.0,"ThreatSwitch, Inc.",0.8823498572758051,2016,2016,Charlotte,NC
308809,9,25.5,25.5,25.5,0.0,0.0,0.0,0.0,Synapse Technology Corporation,0.8670594832160653,2016,2016,Palo Alto,CA
308878,2,13.7,1.7,13.7,0.0,0.0,0.0,0.0,Afresh Technologies Inc.,0.8040415421125836,2017,2017,San Francisco,CA
308880,1,0.2,0.2,0.2,0.0,0.0,0.0,0.0,"CitySmart, LLC",0.8538778894166533,2017,2017,Kansas City,MO
308914,1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,"WBH Marketing, Inc.",0.7767887909513302,2010,2010,Plano,TX
308983,3,2.02,2.02,2.02,0.0,0.0,0.0,0.0,tEQuitable Inc.,0.1723146887813442,2017,2017,Oakland,CA
308984,7,23.1,0.30000000000000004,23.1,0.0,0.0,0.0,0.0,"RoadSync, Inc.",0.1950063054237077,2015,2015,Atlanta,GA
309052,6,10.5,10.5,10.5,0.0,0.0,0.0,0.0,"Moesif, Inc.",0.8585329476584039,2016,2016,San Francisco,CA
309074,3,1.44,1.44,1.44,0.0,0.0,0.0,0.0,Ario Inc.,0.893983509878011,2015,2015,Seattle,WA
309173,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BioInspira, Inc.",0.0720620121666492,2014,2014,Berkeley,CA
309373,5,30.98,1.5,30.98,0.0,0.0,0.0,0.0,"StructionSite, Inc.",0.8955821471607209,2016,2016,Oakland,CA
309531,2,41.5,0.0,0.0,0.0,0.0,0.0,0.0,"RainFocus, Inc.",0.901944665030954,2013,2013,Lindon,UT
309573,1,1.65,1.65,1.65,0.0,0.0,0.0,0.0,"Squadcast, Inc.",0.6112042115012744,2017,2017,Walnut Creek,CA
309598,2,3.0,3.0,3.0,0.0,0.0,0.0,0.0,"Coegil Holdings, Inc.",0.8835530492339941,2018,2018,Stamford,CT
309627,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Block Collider,0.8638053898166843,2017,2017,Chicago,IL
309670,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NuLeaf Tech, Inc.",0.8221672688929427,2017,2017,San Jose,CA
309706,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EMYS Inc.,0.8361036979732659,2016,2016,Wilmington,DE
309717,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quartolio Inc.,0.9101817503651888,2016,2016,New York,NY
309756,2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,"Nymbl, LLC",0.8877393629822271,2016,2016,Cheyenne,WY
309780,2,14.19,0.0,10.0,0.0,0.0,0.0,0.0,"NeoSensory, Inc.",0.915643119790836,2015,2015,Palo Alto,CA
309784,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Totle, Inc.",0.8159562413015202,2017,2017,Birmingham,MI
309791,4,8.6,0.0,4.0,0.0,0.0,0.0,0.0,"LineVision, Inc.",0.9084411133279378,2018,2018,Somerville,MA
309811,6,22.8,4.2,4.2,0.0,0.0,0.0,0.0,"ResortPass, Inc.",0.7639906625938324,2016,2016,Santa Monica,CA
309847,2,0.36,0.36,0.36,0.0,0.0,0.0,0.0,"Unitarity, Inc.",0.6544101041632902,2018,2018,Waukesha,WI
309860,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Strados Labs, Inc.",0.9058674107169992,2016,2016,Philadelphia,PA
309905,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zan Compute,0.8564037303662092,2014,2014,Santa Clara,CA
309928,4,0.57,0.57,0.57,0.0,0.0,0.0,0.0,"Tru, Inc.",0.8897426290939645,2015,2015,Philadelphia,PA
309956,2,2.8,2.8,2.8,0.0,0.0,0.0,0.0,"Vacayo, Inc.",0.927730486002528,2017,2017,New York,NY
310030,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bridge Financial Technology Inc.,0.7508418617027856,2015,2015,Chicago,IL
310197,7,66.31,0.37,0.37,1.0,58.3,0.0,0.0,"Laird Superfood, Inc.",0.8569387756962661,2015,2015,Sisters,OR
310222,6,47.55,10.05,47.55,0.0,0.0,0.0,0.0,"Crossbeam, Inc.",0.4469493106375328,2018,2018,Philadelphia,PA
310267,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kaizen Health Inc.,0.8692784559388052,2015,2015,Chicago,IL
310268,2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,SafeSurv,0.9414080979634034,2016,2016,Nashville,TN
310327,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scalarr Inc.,0.8657062226842427,2016,2016,Wilmington,DE
310534,1,0.0,0.0,0.0,1.0,60.0,0.0,0.0,"BioXcel Therapeutics, Inc.",0.7565253166838086,2017,2017,New Haven,CT
310703,3,15.0,15.0,15.0,0.0,0.0,0.0,0.0,Theta Lake Inc.,0.8986184114367084,2017,2017,San Mateo,CA
310729,1,1.6,1.6,1.6,0.0,0.0,0.0,0.0,Linear B Inc.,0.877428572820033,2018,2018,Santa Monica,CA
310745,3,12.0,0.0,12.0,0.0,0.0,0.0,0.0,"alwaysAI, Inc.",0.8830747790933667,2018,2018,San Diego,CA
310848,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TERP Associates,0.8812285457909089,2010,2010,Baltimore,MD
310922,12,152.39999999999995,12.4,152.39999999999995,0.0,0.0,0.0,0.0,Tekion Corp.,0.750128052113177,2016,2016,San Ramon,CA
311014,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,"Chooze, Corp.",0.8666473421027915,2015,2015,Boulder,CO
311034,2,30.0,0.0,0.0,0.0,0.0,0.0,0.0,"Spell, Inc.",0.8522682866022873,2017,2017,New York,NY
311076,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Emerald Cactus Ventures Inc.,0.9443687742125364,2016,2016,Seattle,WA
311132,1,0.5,0.5,0.5,0.0,0.0,0.0,0.0,"Goods Unite Us, Inc.",0.8850423049237367,2017,2017,Madison,WI
311138,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Issuance, Inc.",0.8466405303810131,2018,2018,Los Angeles,CA
311201,5,15.45,15.45,15.45,0.0,0.0,0.0,0.0,Hone Group Inc.,0.8404198246267676,2018,2018,San Francisco,CA
311390,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wealth Technologies Inc.,0.9060420780183308,2016,2016,New York,NY
311569,5,8.2,7.199999999999998,7.199999999999998,0.0,0.0,0.0,0.0,Edquity Inc.,0.8760498610970995,2016,2016,New York,NY
311576,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VivoAquatics LLC,0.8784872814938769,2015,2015,Monrovia,CA
311746,7,16.900000000000002,4.0,4.0,0.0,0.0,0.0,0.0,AnChain.AI Inc.,0.6965915497522921,2018,2018,San Jose,CA
311748,5,45.3,9.3,45.3,0.0,0.0,0.0,0.0,"Ontic Technologies, Inc.",0.8290980212734255,2017,2017,Austin,TX
311809,1,8.0,8.0,8.0,0.0,0.0,0.0,0.0,Lumigo,0.8628060201390344,2018,2018,New York,NY
311818,4,11.62,3.6,11.62,0.0,0.0,0.0,0.0,"ThingTech, LLC",0.8362440611482723,2014,2014,Atlanta,GA
311827,2,87.0,0.0,50.0,0.0,0.0,0.0,0.0,Wheels Labs Inc.,0.8807808016347838,2018,2018,Los Angeles,CA
311831,2,7.0,7.0,7.0,0.0,0.0,0.0,0.0,"FinPoint IQ, Inc.",0.7314854592641583,2018,2018,Seattle,WA
311946,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UserMuse LLC,0.9106576181438012,2016,2016,Alexandria,VA
311961,2,56.0,0.0,56.0,0.0,0.0,0.0,0.0,"Mylo, LLC",0.7849184017260551,2015,2015,Kansas City,MO
311991,2,3.2,3.2,3.2,0.0,0.0,0.0,0.0,"Allvision IO, Inc.",0.8589828370076052,2017,2017,Pittsburgh,PA
312158,3,20.8,20.8,20.8,0.0,0.0,0.0,0.0,"Untitled Labs, Inc.",0.5592075516344086,2019,2019,San Francisco,CA
312178,6,16.060000000000002,4.0600000000000005,16.060000000000002,0.0,0.0,0.0,0.0,"Huge Legal Technology Company, Inc.",0.8231984610180122,2017,2017,San Diego,CA
312201,3,1.4400000000000002,1.1,1.1,0.0,0.0,0.0,0.0,"Drone Amplified, Inc.",0.8242992177368629,2017,2017,Lincoln,NE
312285,2,8.0,8.0,8.0,0.0,0.0,0.0,0.0,"SigmaLogic, Inc.",0.7499512887282597,2017,2017,New York,NY
312393,4,7.479999999999999,4.6,4.6,0.0,0.0,0.0,0.0,"AirWorks Solutions, LLC",0.0,2017,2017,Boston,MA
312511,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The Fit Company Institute LLC,0.24185970842985194,2010,2010,Austin,TX
312512,2,5.0,5.0,5.0,0.0,0.0,0.0,0.0,"Graph Protocol, Inc.",0.8552677974659897,2018,2018,San Francisco,CA
312520,2,20.0,0.0,20.0,0.0,0.0,0.0,0.0,"CULedger, LLC",0.08094862162451967,2017,2017,Denver,CO
312529,3,12.63,5.0,6.1,0.0,0.0,0.0,0.0,"Zestful, Inc.",0.8750679085272075,2016,2016,Denver,CO
312531,1,4.8,4.8,4.8,0.0,0.0,0.0,0.0,"Darlinghurst Enterprises, LLC",0.9034402373386732,2017,2017,Sheridan,WY
312541,1,300.0,0.0,0.0,0.0,0.0,0.0,0.0,Clear Creek Midstream,0.7405354013525998,2018,2018,Houston,TX
312542,4,2.58,2.58,2.58,0.0,0.0,0.0,0.0,"Evati, Inc.",0.8444674144964559,2017,2017,Evanston,IL
312554,2,4.6,4.6,4.6,0.0,0.0,0.0,0.0,"ReliefClub, Inc.",0.7912999346523315,2017,2017,San Francisco,CA
312721,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,"Everbowl, LLC",0.9000134040548744,2016,2016,Carlsbad,CA
312731,1,5.0,5.0,5.0,0.0,0.0,0.0,0.0,Avinew,0.13073753036186786,2016,2016,Westlake Village,CA
312813,1,7.0,0.0,7.0,0.0,0.0,0.0,0.0,Datos Health Ltd.,0.749212577916207,2015,2015,New York,NY
312823,4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"Foresite MSP, LLC",0.6853686367679781,2013,2013,Overland Park,KS
313072,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Visual Sensing Unleashed,0.8449560040008158,2017,2017,Pittsburgh,PA
313106,1,4.5,4.5,4.5,0.0,0.0,0.0,0.0,"Staked, LLC",0.853843768187408,2018,2018,New York,NY
313167,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Cadena Bio, Inc.",0.8885181072450017,2016,2016,Cambridge,MA
313297,4,30.25,0.0,30.25,0.0,0.0,0.0,0.0,"CiBO Technologies, Inc.",0.9226732611194514,2015,2015,Cambridge,MA
313310,2,0.12,0.12,0.12,0.0,0.0,0.0,0.0,Hexis Inc.,0.9008383854297264,2017,2017,Austin,TX
313311,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"RealtyBits, Inc.",0.9188821515511798,2018,2018,Palo Alto,CA
313318,4,8.6,2.6,2.6,0.0,0.0,0.0,0.0,"Kinside, Inc.",0.8329850359457298,2018,2018,Pasadena,CA
313375,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"iFundWomen, Inc.",0.8733730826474001,2016,2016,New York,NY
313377,1,0.12,0.12,0.12,0.0,0.0,0.0,0.0,Grabb-It Inc,0.89587967937532,2017,2017,Milpitas,CA
313378,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Petalfox Inc.,0.8722835344126096,2017,2017,El Segundo,CA
313382,2,1.4,1.4,1.4,0.0,0.0,0.0,0.0,Apptega Inc.,0.9026824702220156,2017,2017,Atlanta,GA
313405,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"eIQ Mobility, Inc.",0.7906665949130662,2018,2018,San Jose,CA
313525,3,1.21,0.0,0.0,0.0,0.0,0.0,0.0,Phlatbed Inc.,0.8952251421183682,2016,2016,Norwalk,CT
313563,12,51.6,12.4,46.4,0.0,0.0,0.0,0.0,"MakerSights, Inc.",0.9007780652766584,2015,2015,San Francisco,CA
313585,2,7.4,7.4,7.4,0.0,0.0,0.0,0.0,"Attunely, Inc.",0.7989986260057109,2018,2018,Seattle,WA
313712,1,3.7,0.0,3.7,0.0,0.0,0.0,0.0,Embleema Inc.,0.7424998891439357,2017,2017,Metuchen,NJ
313720,3,4.0,4.0,4.0,0.0,0.0,0.0,0.0,Roofr Inc.,0.8805676692163961,2015,2015,San Francisco,CA
313758,8,93.0,3.4,3.4,0.0,0.0,0.0,0.0,"Possible Financial, Inc.",0.5299329739433748,2017,2017,Seattle,WA
313772,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stantt LLC,0.7971460134306362,2013,2013,New York,NY
313819,2,2.5,1.5,1.5,0.0,0.0,0.0,0.0,"rMark Bio, Inc.",0.8923029110841221,2015,2015,Chicago,IL
313952,8,19.2,19.2,19.2,0.0,0.0,0.0,0.0,ClassTag Inc.,0.8004315678415221,2015,2015,New York,NY
313953,2,5.0,5.0,5.0,0.0,0.0,0.0,0.0,"Athenascope, Inc.",0.9071293699083312,2018,2018,Mountain View,CA
313972,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jobs in ETFs Limited,0.4918646845979744,2016,2016,New York,NY
313990,2,1.1,1.1,1.1,0.0,0.0,0.0,0.0,"Geospiza, Inc.",0.91878547482161,2017,2017,Denver,CO
314133,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CMX Media,0.8680806541273828,2014,2014,San Francisco,CA
314139,2,2.3,2.3,2.3,0.0,0.0,0.0,0.0,"Haute Hijab, Inc.",0.8305144634561324,2010,2010,New York,NY
314187,3,25.52,5.5200000000000005,25.52,0.0,0.0,0.0,0.0,"Second Measure, Inc.",0.8502124723454347,2015,2015,San Mateo,CA
314265,1,0.32,0.0,0.0,0.0,0.0,0.0,0.0,C8 Sciences,0.8038817354940166,2011,2011,New Haven,CT
314275,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BoldLeads.com, Inc.",0.8428547978704927,2014,2014,Chandler,AZ
314296,4,39.0,9.0,39.0,0.0,0.0,0.0,0.0,Evisort Inc.,0.8114536140843569,2016,2016,San Mateo,CA
314340,4,11.83,0.0,7.0,0.0,0.0,0.0,0.0,Complion Inc.,-4.440892098500626e-16,2013,2013,Cleveland,OH
314348,1,30.0,0.0,30.0,0.0,0.0,0.0,0.0,Remine LLC,0.8579130938379975,2016,2016,Fairfax,VA
314349,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"nDimensional, Inc.",0.9021071771666128,2013,2013,Boston,MA
314393,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Pharmacy Associates, Inc.",0.7793003728710454,2018,2018,Middletown,CT
314473,2,10.0,0.0,0.0,0.0,0.0,1.0,20.0,"Sera Labs, Inc.",0.3444438633145239,2018,2018,Lewiston,ME
314507,1,1.3,0.0,0.0,0.0,0.0,0.0,0.0,Hostme LLC,0.7697096713820293,2014,2014,Washington,DC
314626,1,110.0,0.0,110.0,0.0,0.0,0.0,0.0,"Vor Biopharma, Inc.",0.7568224970197913,2016,2016,Cambridge,MA
314661,1,2.0,2.0,2.0,0.0,0.0,0.0,0.0,Spotlight Retail Inc.,0.9165011372905226,2018,2018,New York,NY
314797,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GridCure Inc.,0.8013895189132813,2013,2013,Boulder,CO
314993,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,SemiProbe Inc.,0.9277733210715956,2005,2005,Winooski,VT
315069,6,4.14,1.66,1.66,0.0,0.0,0.0,0.0,VisitDays Corp.,0.8714227921264108,2013,2013,New York,NY
315093,3,2.0,2.0,2.0,0.0,0.0,1.0,0.0,"CannaRegs, Ltd.",0.8329570464060458,2014,2014,Denver,CO
315106,10,39.40000000000001,0.2,26.200000000000006,0.0,0.0,0.0,0.0,"Parking Genius, Inc.",0.9186542059226732,2010,2010,Dallas,TX
315126,1,2.5,2.5,2.5,0.0,0.0,0.0,0.0,"HiHello, Inc.",0.8465066430787624,2018,2018,Palo Alto,CA
315266,5,5.5,4.5,4.5,0.0,0.0,0.0,0.0,SIMBA Chain Inc.,0.8973307642423309,2017,2017,Plymouth,IN
315267,3,55.5,0.0,55.5,0.0,0.0,0.0,0.0,Covera Health Inc,0.8320569862417706,2017,2017,New York,NY
315306,6,7.8,3.8,3.8,0.0,0.0,1.0,0.0,Openfolio LLC,0.8283753912280846,2013,2013,New York,NY
315314,3,10.5,10.5,10.5,0.0,0.0,0.0,0.0,NormShield Inc.,0.8741801099281685,2015,2015,Vienna,VA
315342,4,8.379999999999999,0.78,7.78,0.0,0.0,0.0,0.0,Pointivo Inc.,0.8814665013835807,2014,2014,Atlanta,GA
315348,4,10.0,0.0,7.5,0.0,0.0,0.0,0.0,CycloPure Inc.,0.6944105033906985,2016,2016,Encinitas,CA
315386,6,53.94,0.0,0.0,0.0,0.0,0.0,0.0,"CipherTrace, Inc.",0.7538328492520092,2015,2015,Menlo Park,CA
315395,1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,"ThinkGenetic, Inc.",0.9161786260475328,2015,2015,Waynesboro,VA
315414,3,6.0,0.0,6.0,0.0,0.0,0.0,0.0,Emedgene Technologies Ltd.,0.8800368827023736,2015,2015,Palo Alto,CA
315438,1,0.85,0.0,0.0,0.0,0.0,0.0,0.0,Idea Tech,0.7791565782970638,2012,2012,Alexandria,VA
315500,2,12.0,12.0,12.0,0.0,0.0,0.0,0.0,"K2 Cyber Security, Inc.",0.8485923413356181,2017,2017,San Jose,CA
315525,4,3.0,3.0,3.0,0.0,0.0,0.0,0.0,Opiniion Inc.,0.8620538561195141,2017,2017,Lindon,UT
315536,3,18.38,2.38,2.38,0.0,0.0,0.0,0.0,"1upHealth, Inc.",0.7422917341511149,2017,2017,Boston,MA
315572,2,6.0,6.0,6.0,0.0,0.0,0.0,0.0,Solidus Labs Inc,0.8545380569070187,2017,2017,New York,NY
315583,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Intiaro,0.9168989160743818,2015,2015,Greensboro,NC
315718,3,52.5,0.0,52.5,0.0,0.0,0.0,0.0,"Action Network, Inc.",0.7336528921883932,2017,2017,Los Angeles,CA
315724,2,3.45,3.45,3.45,0.0,0.0,0.0,0.0,"Zoba, Inc.",0.8855602036395165,2016,2016,Boston,MA
315744,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Bona Vida, Inc.",0.8002923595430635,2018,2018,New York,NY
315753,1,2.0,2.0,2.0,0.0,0.0,0.0,0.0,"Cashbot.ai, Inc.",0.8377694283858972,2018,2018,Berkeley,CA
315822,2,1.52,1.5,1.5,0.0,0.0,0.0,0.0,"CommissionTrac, Inc.",0.8958094023060981,2016,2016,Atlanta,GA
316026,1,2.75,0.0,0.0,0.0,0.0,0.0,0.0,Confetti Collective Inc.,0.7251548253258054,2018,2018,New York,NY
316124,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Adrich,0.8631104626653447,2016,2016,Pittsburgh,PA
316142,2,117.5,0.0,117.5,0.0,0.0,0.0,0.0,"Motif FoodWorks, Inc.",0.8305175644763043,2019,2019,Boston,MA
316274,9,141.0,26.0,141.0,0.0,0.0,0.0,0.0,"Curv, Inc.",0.6562265558656862,2018,2018,New York,NY
316282,3,153.0,0.0,0.0,0.0,0.0,0.0,0.0,"HVR Software, Inc.",0.8512972764490332,2012,2012,San Francisco,CA
316300,5,92.7,2.0,92.7,0.0,0.0,0.0,0.0,"Sender, Inc.",0.8777371008296655,2016,2016,San Francisco,CA
316433,4,15.8,3.8,3.8,0.0,0.0,0.0,0.0,Coin Metrics Inc.,0.7936183988216936,2017,2017,Cambridge,MA
316596,5,83.8,0.0,0.0,0.0,0.0,0.0,0.0,Bandier Corp.,0.9474175935878282,2014,2014,New York,NY
316626,5,21.6,15.6,15.6,0.0,0.0,0.0,0.0,"Kindred Events, LLC",0.7688614158935657,2018,2018,New York,NY
316640,2,5.0,0.0,5.0,0.0,0.0,1.0,321.3,"Bitesquad.com, LLC",0.6847746731722424,2012,2012,Minneapolis,MN
316828,10,35.5,0.0,19.5,0.0,0.0,0.0,0.0,Cyber Sepio Systems LTD.,0.8354526645546893,2016,2016,Rockville,MD
316837,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KoBold Metals Co,0.7864551785167628,2018,2018,Berkeley,CA
316859,6,47.25,0.0,45.0,0.0,0.0,0.0,0.0,"RackTop Systems, Inc.",0.4318053157570006,2010,2010,,MD
316865,3,10.0,0.0,10.0,0.0,0.0,0.0,0.0,Kolmostar,0.9304788780950228,2016,2016,Fremont,CA
316960,4,37.0,5.0,37.0,0.0,0.0,0.0,0.0,"Functionize, Inc.",0.8793462477377224,2014,2014,San Francisco,CA
316989,2,8.4,3.0,8.4,0.0,0.0,0.0,0.0,"Osano, Inc.",0.6621306788270928,2018,2018,Austin,TX
317001,1,0.62,0.62,0.62,0.0,0.0,0.0,0.0,Claimbot,0.9194976773991488,2016,2016,Austin,TX
317033,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Max-Bone,0.8000386960968932,2016,2016,Los Angeles,CA
317109,7,11.75,11.75,11.75,0.0,0.0,0.0,0.0,"Rogue Games, Inc.",0.794064641574839,2018,2018,Los Angeles,CA
317111,6,31.4,5.8,28.2,0.0,0.0,0.0,0.0,inspHIRE IO Corp.,0.8206722507099473,2016,2016,Boston,MA
317120,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Med Management Technologies Inc.,0.8717839966763664,2007,2007,Eagle,ID
317251,1,1.75,1.75,1.75,0.0,0.0,0.0,0.0,"Bid Ops, Inc.",0.8553204016082218,2017,2017,San Francisco,CA
317274,2,1.82,1.82,1.82,0.0,0.0,0.0,0.0,Jargon Inc.,0.8681940426702116,2017,2017,Seattle,WA
317300,2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,"The Sales Developers, Inc.",0.849595423856865,2018,2018,Sacramento,CA
317302,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NimbleDroid, Inc.",0.9484368935462848,2013,2013,New York,NY
317380,1,3.0,3.0,3.0,0.0,0.0,0.0,0.0,DesireList Inc.,0.8925644130043997,2015,2015,Atlanta,GA
317381,1,3.0,3.0,3.0,0.0,0.0,0.0,0.0,Qelzal Corporation,0.6116189405395837,2014,2014,Encinitas,CA
317519,3,7.4,7.4,7.4,0.0,0.0,0.0,0.0,Knox Holding Corp.,0.847313134827775,2018,2018,Boston,MA
317530,2,4.8,0.0,0.0,0.0,0.0,0.0,0.0,"Vintra, Inc.",0.8905784478041335,2016,2016,San Jose,CA
317543,2,47.25,0.0,2.25,0.0,0.0,1.0,0.0,"Performance Livestock Analytics, Inc.",0.8046022799797011,2015,2015,Ames,IA
317587,3,35.0,0.0,35.0,0.0,0.0,0.0,0.0,"Side Real Estate, Inc.",0.08661408849884045,2017,2017,San Francisco,CA
