,dealcounts,dealsizeusdmn,seed_founding,firstrounds_founding,has_ipo,ipo_value,has_tradesale,tradesale_value,name,Strat_score,score_year,incyear,portfoliocompanycity,portfoliocompanystatecounty
68233,27,98.70000000000002,0.0,3.0,0.0,0.0,0.0,0.0,GEO Semiconductor Inc.,0.8096023583820278,2009,2009,Santa Jose,CA
68251,5,62.1,4.0,62.1,0.0,0.0,1.0,0.0,"RightScale, Inc.",0.7416712615635672,2007,2007,Santa Barbara,CA
68291,12,37.9,1.0,37.9,0.0,0.0,1.0,45.0,Kapost,0.9228534006802868,2010,2010,Boulder,CO
68389,16,187.16,3.0,25.0,0.0,0.0,0.0,0.0,"Bitly, Inc.",0.7620692730389267,2008,2008,New York,NY
68411,21,90.05999999999997,0.0,25.5,0.0,0.0,0.0,0.0,"Crimson Hexagon, Inc.",0.8706780853222221,2007,2007,Boston,MA
68455,5,110.54,0.0,72.53999999999998,0.0,0.0,1.0,499.64,"LiquidHub, Inc.",0.909784446323746,2001,2001,Wayne,PA
68465,21,988.5,0.0,58.5,1.0,115.0,0.0,0.0,"New Relic, Inc.",0.8587215507791347,2008,2008,San Francisco,CA
68513,5,9.15,0.0,3.85,0.0,0.0,1.0,0.0,4home,0.6519727204485692,2006,2006,Sunnyvale,CA
68528,10,147.5,0.0,64.5,0.0,0.0,0.0,0.0,LiveIntent,0.8962604068501717,2009,2009,New York,NY
68540,3,4.949999999999998,1.42,3.45,0.0,0.0,0.0,0.0,"Intelligize, Inc.",0.9076511075919924,2007,2007,New York,NY
68566,2,5.2,0.0,5.2,0.0,0.0,1.0,80.0,Assistly,0.8430263344758865,2009,2009,San Francisco,CA
68574,2,3.25,0.75,0.75,0.0,0.0,0.0,0.0,Beezag,0.8992112332355392,2009,2009,New York,NY
68601,5,74.05,0.0,68.0,0.0,0.0,0.0,0.0,Stack Exchange Inc.,0.8764756394280105,2008,2008,New York,NY
68605,18,121.5,0.0,118.5,0.0,0.0,0.0,0.0,"Upserve, Inc.",0.8565024169167909,2009,2009,Providence,RI
68616,51,1025.1299999999997,0.0,183.0,1.0,180.0,0.0,0.0,"Avalara, Inc.",0.8963518345986788,2004,2004,Seattle,WA
68631,24,1441.2000000000005,0.0,200.1,0.0,0.0,0.0,0.0,"Fuze, Inc.",0.9237845725065886,2006,2006,Boston,MA
68634,8,128.4,0.0,80.6,0.0,0.0,0.0,0.0,CareCloud Corporation,0.9446533901629319,2009,2009,Miami,FL
68646,6,24.5,0.0,21.5,0.0,0.0,0.0,0.0,"Inventables, Inc.",0.9040714272362752,2002,2002,Chicago,IL
68739,12,44.66,0.0,16.659999999999997,0.0,0.0,0.0,0.0,Giga Omni Media,0.864672726737475,2006,2006,San Francisco,CA
68746,3,3.62,0.0,0.0,0.0,0.0,0.0,0.0,Stylehive,0.8467832686668505,2006,2006,Santa Monica,CA
68754,14,33.57999999999999,0.0,16.4,0.0,0.0,0.0,0.0,ReachForce,0.8749745593893584,2005,2005,Austin,TX
68847,21,117.85,0.0,8.0,0.0,0.0,0.0,0.0,"Zero Motorcycles, Inc.",0.8938573307081983,2006,2006,Scotts Valley,CA
68906,2,15.0,0.0,15.0,0.0,0.0,0.0,0.0,Lighter Capital,0.9003855343661291,2010,2010,Seattle,WA
68909,7,121.75,0.0,79.0,0.0,0.0,0.0,0.0,"GreenVolts, Inc.",0.8810718881812483,2005,2005,Fremont,CA
68918,18,301.23,0.0,274.20000000000005,0.0,0.0,1.0,0.0,"Cleversafe, Inc.",0.8297116388859627,2004,2004,Chicago,IL
68948,8,29.0,0.0,23.0,0.0,0.0,1.0,0.0,"Innotas, Inc.",0.7513468034304944,2006,2006,San Francisco,CA
69011,5,16.5,0.0,9.5,0.0,0.0,1.0,0.0,Innography,0.8015439784594769,2007,2007,Austin,TX
69039,4,7.989999999999998,0.68,7.989999999999998,0.0,0.0,1.0,20.0,Heyzap,0.8970012350562255,2009,2009,San Francisco,CA
69085,24,120.22,0.0,55.0,1.0,0.63,0.0,0.0,BlueCava,0.8981546816679893,2010,2010,Irvine,CA
69128,10,10.25,0.0,2.0,0.0,0.0,0.0,0.0,TicketLeap,0.7482693206285016,2003,2003,Philadelphia,PA
69139,24,2082.0,0.0,152.0,1.0,225.0,1.0,0.0,"Cloudera, Inc.",0.9307569930454191,2008,2008,Palo Alto,CA
69180,8,6.4,2.4,6.4,0.0,0.0,1.0,0.0,TalentBin,0.6442269084183696,2009,2009,San Mateo,CA
69254,4,5.75,0.0,0.0,0.0,0.0,1.0,306.4,"Silego Technology, Inc.",0.9139189739253024,2001,2001,Santa Clara,CA
69255,18,173.7,0.0,98.70000000000002,0.0,0.0,0.0,0.0,"Recorded Future, Inc.",0.8325702714413381,2009,2009,Somerville,MA
69256,3,30.6,0.0,30.6,0.0,0.0,0.0,0.0,"Plum District, Inc.",0.8729952346770951,2010,2010,San Francisco,CA
69269,22,416.6,0.0,109.6,0.0,0.0,0.0,0.0,"SnapLogic, Inc.",0.839698574480319,2006,2006,San Mateo,CA
69277,24,26.850000000000005,15.75,15.75,0.0,0.0,1.0,0.0,Zemanta Inc.,0.8622756905978454,2007,2007,New York,NY
69308,18,101.2,0.0,74.0,0.0,0.0,0.0,0.0,EnterpriseDB Corporation,0.898636215453181,2004,2004,Bedford,MA
69327,21,378.9,0.0,138.89999999999998,0.0,0.0,0.0,0.0,"Sonatype, Inc.",0.8547833277922482,2008,2008,Fulton,MD
69329,4,16.200000000000006,0.0,10.8,0.0,0.0,1.0,0.0,Forte Design Systems,0.90205643412045,2001,2001,San Jose,CA
69330,12,171.0,1.0,141.0,1.0,100.0,0.0,0.0,"Zendesk, Inc.",0.9106393737647184,2007,2007,San Francisco,CA
69345,1,22.0,0.0,22.0,0.0,0.0,0.0,0.0,"MindJolt, Inc.",0.8825079061306932,2007,2007,San Francisco,CA
69350,4,11.22,0.0,7.899999999999999,0.0,0.0,1.0,0.0,"Korrio, Inc.",0.01879117853001724,2009,2009,Seattle,WA
69360,8,76.05000000000003,0.0,73.6,0.0,0.0,0.0,0.0,"MATRIXX Software, Inc.",0.8367298019644949,2008,2008,Saratoga,CA
69369,7,9.76,0.0,2.2,0.0,0.0,1.0,0.0,Infochimps,0.8508968942090211,2009,2009,Austin,TX
69381,6,140.73999999999995,0.04,4.64,0.0,0.0,1.0,134.1,"Gnip, Inc.",0.9396249026556884,2008,2008,Boulder,CO
69386,21,265.8,0.0,258.75,0.0,0.0,0.0,0.0,"Signpost, Inc.",0.8325696609807848,2010,2010,New York,NY
69391,6,52.0,0.0,52.0,0.0,0.0,1.0,0.0,TokBox,0.9343658231755574,2007,2007,San Francisco,CA
69394,11,115.56,7.0,60.5,0.0,0.0,0.0,0.0,GoodData Corporation,0.7930384515687512,2007,2007,San Francisco,CA
69396,6,2.58,0.0,2.58,0.0,0.0,0.0,0.0,AdventureLink,0.8967685887837098,2006,2006,Altadena,CA
69400,22,1041.8000000000004,3.0,231.8,0.0,0.0,0.0,0.0,"Rent the Runway, Inc.",0.7240454598760382,2009,2009,New York,NY
69406,8,15.14,0.0,14.599999999999998,0.0,0.0,0.0,0.0,"GameSalad, Inc.",0.8722526224809547,2007,2007,Austin,TX
69408,11,276.7,0.0,69.7,0.0,0.0,0.0,0.0,"Taulia, Inc.",0.8964135657385851,2009,2009,San Francisco,CA
69417,22,419.4,0.4,108.4,0.0,0.0,0.0,0.0,Zerto Ltd.,0.01794937701795201,2009,2009,Boston,MA
69444,7,38.2,0.0,33.9,0.0,0.0,1.0,39.0,Ziptronix,0.9156091883483928,2000,2000,Morrisville,NC
69446,6,28.5,0.0,26.0,0.0,0.0,0.0,0.0,VMIX Media,0.5768926381338513,2005,2005,San Diego,CA
69449,2,78.5,0.0,78.5,0.0,0.0,0.0,0.0,"Squarespace, Inc.",0.8829964161293771,2004,2004,New York,NY
69464,8,12.0,0.0,12.0,0.0,0.0,1.0,0.0,"ShowUhow, Inc.",0.8671082117082692,2008,2008,San Diego,CA
69466,48,809.1600000000002,0.0,248.34,0.0,0.0,0.0,0.0,"WellTok, Inc.",0.8217386722597487,2009,2009,Denver,CO
69493,3,49.0,0.0,49.0,0.0,0.0,1.0,5.4,BranchOut,0.8516567858938326,2008,2008,San Francisco,CA
69511,4,16.1,1.5,10.4,0.0,0.0,0.0,0.0,"Retailigence, Inc.",0.8738060935886921,2009,2009,Palo Alto,CA
69515,3,1.25,0.0,0.0,0.0,0.0,0.0,0.0,"Estately, Inc.",0.5607450531417517,2006,2006,Seattle,WA
69527,20,421.78,0.0,82.0,0.0,0.0,0.0,0.0,"Lucidworks, Inc.",0.935521008818684,2007,2007,San Francisco,CA
69531,14,73.27999999999999,0.0,54.8,0.0,0.0,0.0,0.0,SavingStar Inc.,0.8876126625756486,2010,2010,Waltham,MA
69555,16,101.0,0.0,70.6,0.0,0.0,0.0,0.0,Netsertive,0.8693401287135444,2009,2009,Research Triangle Park,NC
69562,18,130.17000000000002,0.0,100.77,0.0,0.0,0.0,0.0,"VoltDB, Inc.",0.579949125047103,2009,2009,Bedford,MA
69564,3,2.25,0.0,0.0,0.0,0.0,1.0,0.0,Votizen,0.891940540775256,2009,2009,San Francisco,CA
69583,9,31.87,0.0,11.64,0.0,0.0,0.0,0.0,Univa Corporation,0.819480576239469,2004,2004,Hoffman Estates,IL
69594,21,120.24,0.0,84.0,0.0,0.0,0.0,0.0,Chartbeat Inc.,0.8786679421696963,2009,2009,New York,NY
69607,21,446.82,0.0,102.0,0.0,0.0,0.0,0.0,Armor Defense Inc.,0.9252436648976584,2009,2009,Richardson,TX
69609,21,257.67,0.0,198.0,1.0,731.5,0.0,0.0,"FitBit, Inc.",0.8808134155047899,2007,2007,San Francisco,CA
69617,4,62.25,0.0,12.25,0.0,0.0,0.0,0.0,CrownPeak,0.8837180068990106,2001,2001,Los Angeles,CA
69658,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Metasploit,0.9152528479642872,2003,2003,Austin,TX
69665,3,6.92,0.0,5.0,0.0,0.0,1.0,0.0,"GridApp Systems, Inc.",0.8520816514850906,2002,2002,New York,NY
69674,18,522.0,0.0,182.0,1.0,96.0,0.0,0.0,"Apptio, Inc.",0.8917320746154296,2007,2007,Bellevue,WA
69684,5,34.4,0.0,23.9,0.0,0.0,0.0,0.0,MyShape,0.5838551823587105,2004,2004,Pasadena,CA
69717,10,24.4,2.4,24.4,0.0,0.0,1.0,0.0,"Hexagram 49, Inc.",0.9246136480190212,2009,2009,Mountain View,CA
69750,16,503.4,0.0,391.0,0.0,0.0,1.0,0.0,"Optimizely, Inc.",0.9340464139169552,2009,2009,San Francisco,CA
69755,2,5.75,0.75,5.75,0.0,0.0,0.0,0.0,Yardsellr,0.8898266108921379,2009,2009,San Francisco,CA
69758,18,1840.8,0.0,640.8,0.0,0.0,0.0,0.0,Houzz Inc.,0.9186231326927048,2009,2009,Palo Alto,CA
69833,10,599.0,42.0,299.0,1.0,191.0,1.0,630.0,"RetailMeNot, Inc.",0.8704422450313313,2009,2009,Austin,TX
69880,1,16.0,0.0,0.0,0.0,0.0,1.0,99.0,BNI Video,0.8159096515211672,2009,2009,Boxborough,MA
69884,26,286.94,0.0,142.38,0.0,0.0,0.0,0.0,"Tendril Networks, Inc.",0.8106896978184382,2004,2004,Boulder,CO
69888,22,69.0,0.0,47.28000000000001,0.0,0.0,0.0,0.0,"PayScale, Inc.",0.9048776178762242,2002,2002,Seattle,WA
69977,3,22.770000000000003,0.0,22.770000000000003,0.0,0.0,1.0,0.0,HowAboutWe,0.6087764157058051,2009,2009,Brooklyn,NY
70032,7,35.65,0.0,22.3,0.0,0.0,0.0,0.0,Oversight Systems,0.3016552964124621,2003,2003,Atlanta,GA
70056,35,12756.22,1.24,1599.64,0.0,0.0,0.0,0.0,"Airbnb, Inc.",0.8503707815442834,2008,2008,San Francisco,CA
70065,2,3.4,0.0,0.0,0.0,0.0,1.0,0.0,Elastic Intelligence,0.8347691814319947,2010,2010,Menlo Park,CA
70066,10,109.0,0.0,98.0,0.0,0.0,0.0,0.0,"Lotame Solutions, Inc.",0.8234780978678821,2006,2006,Columbia,MD
70074,24,227.82,0.0,90.75,0.0,0.0,0.0,0.0,"Integrate.com, Inc.",0.8417312718355954,2010,2010,Phoenix,AZ
70140,2,9.73,0.0,4.0,0.0,0.0,0.0,0.0,Hashable,0.8837832575117904,2010,2010,New York,NY
70152,5,8.0,0.0,5.0,0.0,0.0,1.0,0.0,Standing Cloud,0.8126994626522164,2009,2009,Boulder,CO
70196,18,200.14,0.0,66.0,0.0,0.0,0.0,0.0,"Echo360, Inc.",0.7239859906486734,2007,2007,Reston,VA
70240,12,239.7,0.0,13.5,1.0,175.0,0.0,0.0,Smartsheet Inc.,0.8402508854060196,2005,2005,Bellevue,WA
70269,1,3.6,0.0,0.0,0.0,0.0,0.0,0.0,WorthPoint Corporation,0.8515751014309657,2007,2007,Atlanta,GA
70280,6,102.05,0.0,62.1,1.0,91.13,0.0,0.0,"Cavium, Inc.",0.8569190722758053,2001,2001,San Jose,CA
70335,12,254.4,0.0,238.0,0.0,0.0,0.0,0.0,Delphix,0.9205908458608304,2008,2008,Menlo Park,CA
70341,9,22.5,6.0,22.5,0.0,0.0,1.0,0.0,Outright Inc.,0.8444777027749459,2008,2008,Sunnyvale,CA
70357,8,237.0,0.0,37.0,0.0,0.0,1.0,100.0,Yieldex,0.8293888326698171,2006,2006,San Mateo,CA
70374,4,42.0,0.0,34.0,0.0,0.0,1.0,0.0,"Space-Time Insight, Inc.",0.8254298102274674,2008,2008,San Mateo,CA
70408,6,21.0,0.0,21.0,0.0,0.0,1.0,0.0,Mixpo Inc.,0.8513218441125199,2007,2007,Seattle,WA
70421,8,165.45,0.0,76.7,0.0,0.0,1.0,500.0,Appirio,0.7985218406239097,2006,2006,Indianapolis,IN
70432,3,6.0,0.0,6.0,0.0,0.0,0.0,0.0,"Krush, Inc.",0.8295281661267099,2010,2010,Needham,MA
70450,6,27.56,0.0,17.5,0.0,0.0,0.0,0.0,"Appconomy, Inc.",0.819195806552092,2010,2010,Austin,TX
70451,8,26.97,0.3,18.4,0.0,0.0,1.0,0.0,EnergySavvy Inc.,0.32098157149723583,2008,2008,Seattle,WA
70466,22,379.86,3.2,51.0,0.0,0.0,0.0,0.0,"Smule, Inc.",0.7409615194017982,2008,2008,San Francisco,CA
70555,22,402.0,0.0,106.0,0.0,0.0,1.0,0.0,Nasuni Corporation,0.8635252802708765,2009,2009,Boston,MA
70560,14,154.0,0.0,84.0,0.0,0.0,1.0,0.0,"ParAccel, Inc.",0.9321512353394958,2007,2007,San Diego,CA
70580,14,28.35999999999999,0.0,10.4,0.0,0.0,0.0,0.0,"KnowledgeVision, Inc./OpenExchange, Inc.",0.8382516330435207,2019,2019,,MA
70584,3,11.0,0.0,11.0,0.0,0.0,1.0,0.0,"Snapfinger, Inc.",0.8700923459775234,2009,2009,Alpharetta,GA
70593,3,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Powermat Technologies Ltd.,0.5803970505340009,2006,2006,Grandville,MI
70631,3,2.8,0.9,0.9,0.0,0.0,1.0,0.0,"NOZA, Inc.",0.9339209498661364,2005,2005,Santa Barbara,CA
70645,15,107.22,0.0,0.0,0.0,0.0,1.0,200.0,"Operative Media, Inc.",0.8536870089831726,2000,2000,New York,NY
70650,14,21.100000000000005,0.0,4.2,0.0,0.0,0.0,0.0,"Punchbowl, Inc.",0.7658702439858164,2007,2007,Framingham,MA
70651,2,4.25,0.25,4.25,0.0,0.0,1.0,0.0,Boomi,0.8962399959812568,2000,2000,Berwyn,PA
70661,3,1.8,1.0,1.8,0.0,0.0,1.0,0.0,"Real Travel, Inc.",0.8959459049262632,2005,2005,Palo Alto,CA
70681,4,6.0,0.0,6.0,0.0,0.0,1.0,0.0,"Texert, Inc.",0.9370832311291888,2007,2007,Dallas,TX
70793,5,4.6,0.0,3.3,0.0,0.0,1.0,0.0,"iGroup Network, Inc.",0.909933830962008,2006,2006,Redwood City,CA
70822,6,5.04,0.04,2.04,0.0,0.0,1.0,0.0,Zecter,0.9294015440148636,2007,2007,Burlingame,CA
70836,12,82.5,0.0,29.0,0.0,0.0,1.0,565.0,"Black Duck Software, Inc.",0.7791430389832017,2003,2003,Burlington,MA
70882,6,37.4,2.7,25.2,0.0,0.0,0.0,0.0,Jivox,0.7300143499786487,2007,2007,San Mateo,CA
70982,6,39.0,0.0,30.0,0.0,0.0,0.0,0.0,Viridity Energy,0.7562263702198606,2008,2008,Philadelphia,PA
71002,8,43.4,0.0,27.5,0.0,0.0,0.0,0.0,Narrative Science,0.8943114554123286,2010,2010,Chicago,IL
71039,27,124.05,0.0,0.0,0.0,0.0,1.0,0.0,SnagFilms Inc.,0.8528348085060143,2008,2008,New York,NY
71091,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West World Media,0.8576209109046898,2007,2007,Ridgefield,CT
71124,5,54.05,0.0,51.55,0.0,0.0,0.0,0.0,"Truveris, Inc.",0.9287704854992996,2009,2009,New York,NY
71162,12,251.4,0.0,0.0,0.0,0.0,1.0,75.0,Rdio,0.5741247372910416,2008,2008,San Francisco,CA
71187,10,57.22,0.0,52.3,0.0,0.0,0.0,0.0,"LOC-AID Technologies, Inc.",0.697551601150849,2005,2005,San Francisco,CA
71202,6,25.35,0.0,22.5,0.0,0.0,0.0,0.0,"ConnectAndSell, Inc.",0.8767513965125417,2006,2006,Redwood City,CA
71203,1,2.0,0.0,2.0,0.0,0.0,0.0,0.0,Plastyc,0.886262005630865,2006,2006,New York,NY
71215,18,403.2,0.0,83.0,0.0,0.0,1.0,1200.0,Glassdoor Inc.,0.8536933684155532,2007,2007,Mill Valley,CA
71284,8,66.0,4.4,66.0,0.0,0.0,1.0,300.0,"Vitrue, Inc.",0.9168091221893232,2006,2006,New York,NY
71292,2,5.0,0.0,5.0,0.0,0.0,1.0,112.0,ThingWorx,0.9160692529571032,2009,2009,Exton,PA
71297,14,135.68,0.0,135.68,0.0,0.0,0.0,0.0,"Vitals, Inc.",0.8465793767525298,2007,2007,,NJ
71320,18,304.5,0.0,277.5,1.0,150.0,0.0,0.0,"Sprout Social, Inc.",0.8532516382032691,2010,2010,Chicago,IL
71327,6,69.2,0.0,69.2,0.0,0.0,1.0,280.0,"Paydiant, Inc.",0.8744259671367159,2010,2010,Natick,MA
71394,27,25.140000000000004,1.0499999999999998,7.35,0.0,0.0,0.0,0.0,"CapLinked, Inc.",0.9304975916461536,2010,2010,Manhattan Beach,CA
71411,3,12.0,0.0,12.0,0.0,0.0,0.0,0.0,Clickatell Inc.,0.9683956536443116,2000,2000,Redwood City,CA
71417,4,22.0,0.0,22.0,1.0,78.4,1.0,0.0,"MaxPoint Interactive, Inc.",0.9206916538205112,2006,2006,Morrisville,NC
71418,12,16.36,0.0,0.0,0.0,0.0,1.0,0.0,"Axial Exchange, Inc.",0.7547133400275963,2009,2009,Raleigh,NC
71421,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CupidsPlay,0.8802061929604437,2010,2010,Bellevue,WA
71423,5,136.5,0.0,61.5,0.0,0.0,0.0,0.0,"Egnyte, Inc.",0.8740704007961788,2007,2007,Mountain View,CA
71478,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UCompareHealthCare,0.8365722132046265,2005,2005,Marlborough,MA
71501,6,20.3,0.0,20.3,0.0,0.0,0.0,0.0,SnapRetail,0.8215767607962905,2009,2009,Pittsburgh,PA
71505,2,3.0,1.8,1.8,0.0,0.0,0.0,0.0,Funium,0.8666018805920352,2010,2010,Draper,UT
71523,2,8.5,0.0,8.5,0.0,0.0,1.0,0.0,Tier 3,0.8300945400761703,2006,2006,Bellevue,WA
71533,7,66.0,0.0,66.0,0.0,0.0,1.0,0.0,"Living Proof, Inc.",0.8381729654221131,2004,2004,Cambridge,MA
71594,12,80.72,0.0,70.6,0.0,0.0,0.0,0.0,Jumio,0.9505832271606678,2010,2010,Palo Alto,CA
71637,24,15.239999999999998,1.2000000000000002,9.15,0.0,0.0,0.0,0.0,"ShowClix, Inc.",0.8136723756475204,2007,2007,Pittsburgh,PA
71671,1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,"Sponto, LLC",0.9409006699960136,2009,2009,Washington,DC
71739,1,3.0,0.0,3.0,0.0,0.0,1.0,0.0,CQuotient,0.9019332135579828,2010,2010,Belmont,MA
71750,18,33.86,0.0,9.2,0.0,0.0,0.0,0.0,Zadspace Inc.,0.9262382456018384,2006,2006,Norwalk,CT
71835,8,77.0,0.0,77.0,0.0,0.0,1.0,167.0,"OLX, Inc.",0.7925013747976022,2006,2006,New York,NY
71857,6,39.4,0.0,25.4,0.0,0.0,1.0,0.0,Apperian Inc.,0.8935287215617654,2009,2009,Boston,MA
71869,24,378.44999999999993,0.0,84.0,0.0,0.0,0.0,0.0,"LogRhythm, Inc.",0.8335565657128543,2003,2003,Boulder,CO
71890,24,949.54,0.0,344.4,1.0,237.9,0.0,0.0,"Nutanix, Inc.",0.8466468072894706,2009,2009,San Jose,CA
71970,1,0.5,0.5,0.5,0.0,0.0,0.0,0.0,HipGeo,0.8840320048831058,2010,2010,Fullerton,CA
71984,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Mobile Spinach,0.8199518054236231,2009,2009,San Mateo,CA
71987,3,32.0,0.0,2.0,0.0,0.0,1.0,30.0,Zencoder,0.8999663388363919,2010,2010,Minneapolis,MN
71989,5,43.6,0.0,30.1,0.0,0.0,1.0,0.0,SitterCity,0.907256646919947,2001,2001,Chicago,IL
71997,28,279.0,3.0,239.0,0.0,0.0,1.0,67.7,Localytics Group,0.8180837119863027,2008,2008,Boston,MA
72003,12,166.0,0.0,72.0,0.0,0.0,0.0,0.0,"Clarizen, Inc.",0.9003218088659084,2006,2006,San Mateo,CA
72006,14,111.40000000000002,0.0,83.2,0.0,0.0,0.0,0.0,"AppNeta, Inc.",0.4573204766290681,2011,2011,Boston,MA
72039,24,1381.0,0.0,681.0,1.0,243.0,0.0,0.0,"Square, Inc.",0.8602598119785885,2009,2009,San Francisco,CA
72042,4,7.5,1.5,7.5,0.0,0.0,1.0,10.0,Foodspotting,0.9115244275518892,2009,2009,San Francisco,CA
72046,7,89.0,5.0,69.0,0.0,0.0,0.0,0.0,Inspirato,0.9138771478521986,2010,2010,Denver,CO
72053,20,45.42,0.0,24.4,0.0,0.0,0.0,0.0,"Personal, Inc.",0.8968557742840503,2009,2009,Washington,DC
72077,1,6.0,0.0,6.0,0.0,0.0,0.0,0.0,SignalSet,0.8651618793845619,2010,2010,Seattle,WA
72098,14,105.0,0.0,31.5,0.0,0.0,0.0,0.0,Life Image Inc.,0.7706415085403903,2008,2008,Newton,MA
72102,14,234.5,0.0,160.5,0.0,0.0,1.0,0.0,"HotelTonight, Inc.",0.8150944702356904,2010,2010,San Francisco,CA
72106,1,3.0,0.0,3.0,0.0,0.0,1.0,0.0,Send the Trend,0.8226665421605708,2010,2010,New York,NY
72117,14,290.6,0.0,70.6,0.0,0.0,0.0,0.0,"Demandbase, Inc.",0.8221291289624666,2006,2006,San Francisco,CA
72121,8,81.0,0.0,0.0,0.0,0.0,0.0,0.0,WSO2,0.8074456088868418,2005,2005,Palo Alto,CA
72150,1,1.4,1.4,1.4,0.0,0.0,1.0,0.0,SalesCrunch,0.8830158890938034,2010,2010,New York,NY
72204,6,37.3,0.0,30.3,0.0,0.0,1.0,3.5,"Krillion, Inc.",0.8989252386660749,2006,2006,Mountain View,CA
72212,4,13.4,0.9,13.4,0.0,0.0,1.0,0.0,"WaterSmart Software, Inc.",0.8347073197945049,2009,2009,San Francisco,CA
72255,6,9.3,0.0,4.5,0.0,0.0,1.0,0.0,SeeClickFix Inc.,0.9199364226206079,2008,2008,New Haven,CT
72257,9,137.76000000000002,0.0,127.3,0.0,0.0,0.0,0.0,"Revel Systems, Inc.",0.9323428393526342,2010,2010,San Francisco,CA
72264,6,36.0,0.0,36.0,0.0,0.0,0.0,0.0,"Personetics Technologies, Ltd.",0.8962554454050722,2010,2010,New York,NY
72282,4,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Benzinga.com,0.8408562520117842,2010,2010,Detroit,MI
72289,2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,"60mo, Inc.",0.6979217155726107,2009,2009,Wooster,OH
72332,7,106.23,0.12,25.83,0.0,0.0,0.0,0.0,"Scribd, Inc.",0.9076700522720932,2005,2005,San Francisco,CA
72337,8,9.46,0.7,4.7,0.0,0.0,0.0,0.0,"FanBridge, Inc.",0.35828673844435105,2006,2006,New York,NY
72338,8,50.40000000000001,2.4,50.40000000000001,0.0,0.0,0.0,0.0,Celtra Inc.,0.7281722785545982,2006,2006,Boston,MA
72365,1,1.5,0.0,0.0,0.0,0.0,1.0,0.0,Tinychat,0.9041564556848,2009,2009,Glen Cove,NY
72381,12,66.3,0.0,66.3,0.0,0.0,1.0,0.0,Silver Tail Systems Inc.,0.8583537143126287,2008,2008,Menlo Park,CA
72400,6,25.0,0.0,25.0,0.0,0.0,0.0,0.0,Bunchball Inc.,0.7495919571369504,2005,2005,Des Moines,IA
72417,4,13.0,0.0,0.0,0.0,0.0,1.0,0.0,Crowd Factory,0.8833217085250251,2005,2005,San Francisco,CA
72440,5,1.02,0.7,0.7,0.0,0.0,1.0,0.0,Embedly,0.901597812731293,2010,2010,Boston,MA
72455,14,109.98,2.04,80.44,0.0,0.0,1.0,0.0,"Hipmunk, Inc.",0.9344359232408772,2010,2010,San Francisco,CA
72459,10,240.0,0.0,206.0,0.0,0.0,0.0,0.0,"Dialpad, Inc.",0.3882418339037588,2011,2011,San Francisco,CA
72471,9,24.0,0.0,24.0,0.0,0.0,1.0,0.0,"Lockpath, Inc.",0.909559264324514,2010,2010,Overland Park,KS
72495,3,11.5,0.85,5.25,0.0,0.0,1.0,0.0,"PunchTab, Inc.",0.9126185759690988,2011,2011,San Jose,CA
72571,3,5.5,0.0,5.5,0.0,0.0,0.0,0.0,Popdust,0.8668699642875834,2010,2010,New York,NY
72573,4,2.02,0.0,2.0,0.0,0.0,1.0,0.0,Storify,0.9043604568811441,2009,2009,San Francisco,CA
72604,4,30.65,0.0,30.65,0.0,0.0,0.0,0.0,"Glympse, Inc.",0.7130058625714559,2008,2008,Seattle,WA
72620,2,3.6,0.6,3.6,0.0,0.0,1.0,0.0,BestVendor,0.763172748135635,2011,2011,Washington,DC
72623,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Daily Deals for Moms,0.7952683547747961,2010,2010,Lakewood,WA
72624,4,7.25,0.0,6.6,0.0,0.0,0.0,0.0,Billing Revolution,0.8485605188018533,2007,2007,Seattle,WA
72628,13,624.0,0.0,90.0,1.0,230.0,1.0,90.0,"On Deck Capital, Inc.",0.6748278912820804,2007,2007,New York,NY
72664,6,225.0,0.0,113.0,0.0,0.0,1.0,11.78,One Kings Lane,0.8482296640794,2009,2009,San Francisco,CA
72668,21,153.0,0.0,114.0,0.0,0.0,1.0,175.0,"CashStar, Inc.",0.7959818428887192,2008,2008,Portland,ME
72677,4,41.0,0.0,24.0,0.0,0.0,0.0,0.0,"Raptr, Inc.",0.8585422950596933,2007,2007,Redwood City,CA
72693,4,5.04,0.04,5.04,0.0,0.0,1.0,0.0,1000memories,0.8136755830213459,2010,2010,San Francisco,CA
72784,8,143.1,0.0,68.1,0.0,0.0,0.0,0.0,"INRIX, Inc.",0.8752824738722712,2004,2004,Kirkland,WA
72793,1,150.0,0.0,0.0,0.0,0.0,0.0,0.0,ROBLOX Corporation,0.9246461366405482,2006,2006,San Mateo,CA
72815,5,79.6,0.0,1.75,0.0,0.0,1.0,75.0,Smarterer,0.8645880062090168,2010,2010,Boston,MA
